nconst,primaryName,birthYear,deathYear,primaryProfession,knownForTitles,,,
nm0071870,Kevin Bennett,\N,\N,actor,tt0064775,tt0212698,tt0157236,tt0055283
nm0071873,Kimberley Bennett,\N,\N,"editorial_department,actress,editor",tt0102492,tt0091306,tt0081619,tt0093773
nm0071881,Lee Bennett,1914,2010,"actor,writer",tt0040245,tt0039800,tt0041918,tt0039858
nm0071883,Leila Bennett,1892,1965,actress,tt0026685,tt0025028,tt0023556,tt0022827
nm0071884,Lennie Bennett,1938,2009,"writer,actor",tt10054244,tt0494607,tt0480300,tt15452664
nm0071886,Lesley Bennett,\N,\N,actress,tt0053494,tt0072233,tt1729107,tt0338388
nm0071887,Leslie Bennett,\N,\N,actor,tt0039878,tt0043879,tt0042514,tt0044735
nm0071890,Linda Bennett,1946,\N,"actress,soundtrack",tt0048604,tt0047960,tt0048527,tt0048653
nm0071891,Linda Bennett,\N,\N,actress,tt0092325,tt0101928,tt0112612,tt0258501
nm0071893,Lou Bennett,\N,\N,"actor,composer,soundtrack",tt1673697,tt0063773,tt0164776,tt0057106
nm0071894,Louise Bennett,1919,2006,"actress,soundtrack",tt0085327,tt0051443,tt0090856,tt0843970
nm0071897,Lynette Bennett,\N,\N,actress,tt1024844,tt0818941,tt0217894,tt0092400
nm0071898,Mac Bennett,1956,\N,"actor,producer",tt0320567,tt0099512,tt0085803,tt0089942
nm0071900,Mairon Bennett,1976,\N,"actress,casting_department",tt0190524,tt0176783,tt0103460,tt0111987
nm0071913,Marjorie Bennett,1896,1982,"actress,soundtrack",tt0058331,tt0055254,tt0044837,tt0056687
nm0071915,Mark Bennett,\N,\N,"actor,stunts",tt0081034,tt1232875,tt0084809,tt0092346
nm0071921,Matt Bennett,1933,1991,actor,tt0069444,tt0062755,tt0068698,tt0190364
nm0071922,Matthew Bennett,1968,\N,"actor,director,writer",tt0407362,tt1091909,tt2234222,tt5052460
nm0071923,Matthew Bennett,\N,\N,"producer,director,actor",tt3417244,tt3286608,tt1037186,tt2289404
nm0071925,Maureen Bennett,\N,\N,actress,tt0086791,tt7947624,tt0815233,tt0081163
nm0071926,Meg Bennett,1948,\N,"writer,miscellaneous,actress",tt0069658,tt0056758,tt0092325,tt0086793
nm0071928,Michael Bennett,\N,\N,actor,tt0087995,tt0109333,tt0248119,tt0082903
nm0071938,Michele Bennett,\N,\N,"producer,actress,production_manager",tt0221073,tt1714833,tt7472896,tt7798644
nm0071940,Mickey Bennett,1915,1950,actor,tt0017004,tt0015623,tt0017695,tt0014260
nm0071948,Nan Bennett,\N,\N,actress,tt0039477,tt0039898,tt0040875,tt0040085
nm0071954,Nicholas Bennett,\N,\N,actor,tt0055058,tt0069448,tt0067917,tt0248648
nm0071957,Nick Bennett,\N,\N,"actor,sound_department,writer",tt1277125,tt1692876,tt7668518,tt1458923
nm0071959,Nikki Bennett,\N,\N,actress,tt0163924,tt1179658,tt1587000,tt0221691
nm0071960,Norman Bennett,\N,\N,actor,tt0086425,tt0162662,tt0119313,tt0086423
nm0071968,Paige Bennett,\N,\N,"make_up_department,actress",tt0878652,tt0105665,tt1235807,tt0787485
nm0071972,Paul Bennett,\N,\N,"actor,miscellaneous",tt0117039,tt0244118,tt0078028,tt0185906
nm0071976,Peter Bennett,1917,1989,actor,tt0082640,tt0989125,tt0914702,tt0047706
nm0071985,Randy Bennett,\N,\N,"actor,director,art_department",tt0106080,tt0092991,tt0090670,tt0092695
nm0071986,Ray Bennett,1895,1957,actor,tt0043291,tt0030126,tt0035786,tt0041918
nm0071987,Ray Bennett,\N,\N,actor,tt0082526,tt0076011,tt0072209,tt0077992
nm0071989,Reggie Bennett,1961,\N,actress,tt0093692,tt0092156,tt0449613,tt0086346
nm0071991,Rhona Bennett,1976,\N,"actress,soundtrack",tt6802400,tt0103488,tt0328099,tt0115206
nm0071992,Richard Bennett,1870,1944,"actor,writer,miscellaneous",tt0035015,tt0023049,tt0003815,tt0010088
nm0071993,Richard Bennett,1933,\N,actor,tt7052018,tt0049674,tt0046793,tt0191746
nm0072001,Rick Bennett,\N,2019,"actor,director,assistant_director",tt0210831,tt0115618,tt0103584,tt0180318
nm0072005,Rina Bennett,\N,\N,"actress,miscellaneous,sound_department",tt0111512,tt0160229,tt0099052,tt0114011
nm0072009,Robert Bennett,\N,\N,"costume_designer,actor,assistant_director",tt0331306,tt0099088,tt0427358,tt0112346
nm0072035,Rosalind Bennett,1966,\N,actress,tt0097172,tt0396873,tt0189513,tt0114272
nm0072048,Sam Bennett,1887,1937,actor,tt0028278,tt0029202,tt0028564,tt0028694
nm0072050,Samantha Bennett,\N,\N,actress,tt1442437,tt12516558,tt1587669,tt0399080
nm0072053,Sarah Bennett,1965,\N,"actress,miscellaneous",tt0371724,tt1641247,tt2917484,tt0086190
nm0072057,Sedal Bennett,1891,1978,actress,tt0040395,tt0043967,tt0040464,tt0040594
nm0072059,Shane Bennett,\N,\N,"art_department,actor",tt0348150,tt1392190,tt0382992,tt0293429
nm0072064,Shirley Bennett,\N,\N,"actress,producer",tt0365756,tt0254448,tt0316189,tt1686827
nm0072065,Sigi Bennett,1961,\N,actress,tt1204937,tt0077076,tt1670634,tt1534410
nm0072066,Simon Bennett,\N,\N,"art_department,miscellaneous,actor",tt8544498,tt7235466,tt17676734,tt12614214
nm0072068,Sonia Bennett,\N,\N,actress,tt0202790,tt0203044,tt0192077,tt0190986
nm0072069,Sophie Bennett,1989,\N,"actress,music_department,soundtrack",tt0278876,tt0111987,tt0119670,tt0318236
nm0072072,Stephanie Bennett,1970,\N,"producer,actress,writer",tt0492492,tt0274868,tt0291358,tt0420974
nm0072074,Stephen Bennett,\N,\N,actor,tt0040379,tt0039456,tt0033438,tt0040825
nm0072075,Stephen Bennett,\N,\N,actor,tt0221128,tt0491093,tt0260082,tt0260026
nm0072078,Steven Bennett,1976,\N,actor,tt0092884,tt0094456,tt0106085,tt0122524
nm0072080,Stuart Bennett,\N,\N,"actor,writer,producer",tt0108583,tt0103586,tt2781948,tt6157274
nm0072081,Sue Bennett,1928,2001,actress,tt0041031,tt0389626,tt0284788,tt0126760
nm0072082,Sydney Bennett,1979,\N,actress,tt0108741,tt0491738,tt0090481,tt1172233
nm0072087,Terri Merritt Bennett,\N,\N,actress,tt1387312,tt2348356,tt0420609,tt10611992
nm0072089,Thom Bennett,1973,\N,"producer,miscellaneous,actor",tt0158194,tt2145698,tt0120710,tt0125381
nm0072099,Tracie Bennett,1961,\N,"actress,soundtrack,producer",tt0101114,tt0096645,tt0053494,tt0098319
nm0072100,Tracy Bennett,\N,\N,"camera_department,actor,transportation_department",tt0960144,tt0242423,tt1881002,tt0120591
nm0072111,Vivienne Bennett,1905,1978,actress,tt0367019,tt0989125,tt4176992,tt0056751
nm0072118,Wilda Bennett,1894,1967,actress,tt0004027,tt0033155,tt0032123,tt0196722
nm0072124,Zachary Bennett,1980,\N,"actor,director,writer",tt5296406,tt3721954,tt0377713,tt1312171
nm0072126,Eve Gordon,1960,\N,"actress,director,miscellaneous",tt0119310,tt4287320,tt0084917,tt0433386
nm0072139,Sigvard Bennetzen,1934,\N,"actor,miscellaneous",tt0076722,tt2337935,tt21610820,tt21610676
nm0072140,Diana Benneweis,1947,\N,actress,tt0124533,tt0126324,tt1053955,tt2186946
nm0072142,Sonny Benneweis,1933,1979,"actor,miscellaneous",tt0482668,tt0124533,tt0053417,tt0341140
nm0072147,Satia Benni,\N,\N,actress,tt0034460,tt0035332,tt0032817,tt0032064
nm0072148,Stefano Benni,1947,\N,"writer,director,actor",tt1701171,tt0186629,tt0147066,tt1753476
nm0072151,Dorothy Bennie,\N,\N,actress,tt0161185,tt0188055,tt0149371,tt0118359
nm0072154,Greg Bennick,\N,\N,"producer,actor,writer",tt0365215,tt12003372,tt22053924,tt10106118
nm0072157,Achim Benning,1935,\N,"actor,director",tt1653879,tt2033375,tt0869065,tt1587142
nm0072163,Shilla Benning,\N,\N,"costume_department,costume_designer,actress",tt1068242,tt1156398,tt1298649,tt1408253
nm0072166,Jeff Benninghofen,\N,\N,"actor,writer",tt7695916,tt7718110,tt11324406,tt6483832
nm0072168,Mark Benninghoffen,1961,\N,"actor,soundtrack",tt0182617,tt0108724,tt0119695,tt0157062
nm0072177,Alan Bennion,1930,2018,actor,tt0230975,tt0088586,tt0159163,tt0056751
nm0072181,Kate Bennis,\N,\N,"editorial_department,actress,director",tt2986300,tt1856010,tt2267784,tt2359211
nm0072186,Ishia Bennison,1949,\N,"actress,producer",tt0231012,tt0088512,tt0089420,tt0943903
nm0072187,Louis Bennison,1884,1929,actor,tt0192570,tt0010468,tt0183715,tt0187367
nm0072191,Alex Benno,1873,1952,"actor,director,writer",tt0219850,tt0465021,tt0024896,tt0025603
nm0072192,Brian Bennos,\N,\N,"art_department,actor,producer",tt0079882,tt0106819,tt0095867,tt0112782
nm0072195,Warren Benns,\N,\N,actor,tt0272274,tt0111987,tt0125460,tt0246459
nm0072196,Neil Bennun,\N,\N,"writer,actor",tt4418770,tt2136885,tt3700734,tt15112714
nm0072204,D.C. Benny,\N,\N,"actor,writer,miscellaneous",tt0349467,tt0098844,tt2081306,tt2445666
nm0072209,Umberto Caglini,1976,\N,actor,tt0136653,tt0184139,tt0147066,tt0095940
nm0072211,Claude Bennys,\N,\N,"production_designer,art_department,actress",tt0119840,tt0120273,tt0267464,tt11192882
nm0072215,Daniel Benoin,\N,\N,"actor,miscellaneous,director",tt0302346,tt0948535,tt0300973,tt0444112
nm0072227,Michel Benoist,\N,\N,actor,tt0052708,tt0058450,tt14807688,tt0142267
nm0072232,Thierry Benoist,\N,\N,"actor,production_designer",tt0114732,tt8883922,tt3805856,tt15192780
nm0072234,Audrey Benoit,\N,\N,actress,tt0118346,tt0118889,tt0280342,tt0251446
nm0072240,Chris Benoit,1967,2007,actor,tt0372879,tt0282267,tt0372882,tt0373808
nm0072245,Jackie Benoit,\N,\N,actress,tt0852713,tt0337592,tt1778304,tt0464061
nm0072250,Ludwik Benoit,1920,1992,actor,tt0047277,tt0092426,tt0051598,tt0404646
nm0072252,Mariusz Benoit,1950,\N,"actor,director",tt0441074,tt0098096,tt0091096,tt0089714
nm0072254,Mary Benoit,1911,2002,actress,tt0056338,tt0051301,tt0050909,tt0049833
nm0072256,Patricia Benoit,1927,2018,actress,tt0048845,tt0044279,tt0042141,tt0047713
nm0072265,Suzanne Benoit,1945,\N,"actress,location_management,assistant_director",tt0058811,tt0233536,tt0063928,tt0047736
nm0072269,Victor Benoit,1876,1943,actor,tt0339494,tt0160125,tt0009831,tt0005339
nm0072272,Gisele Benoldi,1986,\N,actress,tt0220251,tt0154063,tt0220203,tt0362496
nm0072277,Abdel-Hafed Benotman,1960,2015,"actor,writer",tt0268211,tt6064674,tt3405422,tt3759370
nm0072280,Dora Benousilio,\N,\N,"producer,actress,production_manager",tt4834724,tt0114349,tt2941226,tt8567862
nm0072284,Benny Benowitz,\N,\N,"actor,producer,script_department",tt0277973,tt0226057,tt7146874,tt0110771
nm0072285,Willem Benoy,1882,1939,"actor,director,assistant_director",tt0154454,tt0155390,tt0154872,tt0154131
nm0072287,Simonetta Benozzo,\N,\N,actress,tt0289432,tt5431596,tt1223971,tt0139951
nm0072292,Antoine Benoît,\N,\N,"actor,director,writer",tt3782710,tt1972691,tt0120760,tt0996914
nm0072297,Denise Benoît,1919,1973,"actress,soundtrack",tt0058533,tt0167550,tt0195249,tt0037973
nm0072299,Emilie Benoît,\N,\N,"actress,producer",tt0087657,tt0185955,tt0378705,tt0088494
nm0072301,Georges Benoît,1883,1942,"cinematographer,actor,camera_department",tt0017246,tt0359301,tt0273697,tt0017811
nm0072302,Georges Benoît,\N,\N,"actor,assistant_director",tt1646974,tt0864918,tt0374294,tt0342258
nm0072303,Jacqueline Benoît,\N,\N,actress,tt0167725,tt0830901,tt0120601,tt0353090
nm0072306,Jean-Louis Benoît,1947,\N,"writer,director,actor",tt4781682,tt0099477,tt0120760,tt0129923
nm0072307,Jean-Marie Benoît,1955,2009,"composer,music_department,actor",tt0307934,tt0097635,tt0366532,tt0169342
nm0072311,Mario Benoît,\N,\N,actor,tt0188370,tt0090467,tt0085874,tt0824548
nm0072316,Pierre Benoit,\N,\N,"actor,composer",tt3627322,tt0280510,tt0248300,tt1183668
nm0072318,Raymond Benoît,\N,\N,actor,tt0261229,tt0261234,tt0261231,tt0073293
nm0072319,Robert Benoît,1943,\N,"actor,writer",tt0068361,tt0253839,tt0358550,tt3229918
nm0072322,Sylvie Benoît,\N,\N,actress,tt0158405,tt0118235,tt0246278,tt0246717
nm0072323,Yvan Benoît,1957,\N,actor,tt2229319,tt0122436,tt0396112,tt0116554
nm0072330,Pierre Benque,\N,\N,"producer,actor",tt0402043,tt22888800,tt4937882,tt0310313
nm0072337,Martin Benrath,1926,2000,actor,tt0166443,tt0108211,tt0059470,tt0112474
nm0072342,Nathalie Benros,\N,\N,"costume_designer,costume_department,actress",tt5687334,tt1092020,tt5092380,tt1198385
nm0072344,Abraham Benrubi,1969,\N,"actor,soundtrack",tt0316356,tt0108757,tt22042742,tt0098888
nm0072349,Anita Bensabat,\N,\N,"location_management,costume_department,actress",tt0120662,tt0245238,tt0103352,tt0251308
nm0072354,Djamel Bensalah,1976,\N,"writer,director,actor",tt1830499,tt0182006,tt0281108,tt0365950
nm0072359,Lucia Bensasson,\N,\N,actress,tt0155038,tt0991272,tt0087640,tt0077941
nm0072362,Daniel Bensaïd,1946,2010,"actor,writer",tt9173540,tt0197138,tt0181910,tt0364154
nm0072364,Faouzi Bensaïdi,1967,\N,"actor,director,writer",tt0175604,tt7388606,tt0325826,tt2043822
nm0072370,Fritz Benscher,1906,1970,"actor,writer",tt0041829,tt0405037,tt0380899,tt0288248
nm0072372,Béatrice Benscik,\N,\N,actress,tt0167652,tt0196247,tt0100815,tt0096658
nm0072376,Emile Bensdorp,\N,\N,"editor,actor",tt0297112,tt1470935,tt1805402,tt2196286
nm0072380,Nick Benseman,\N,\N,"stunts,actor,assistant_director",tt15326988,tt2304933,tt6723592,tt6791350
nm0072382,Roxana Benseman,\N,\N,"actress,miscellaneous",tt0177978,tt0111756,tt1504991,tt10462296
nm0072384,Steph Benseman,\N,\N,"location_management,production_manager,actor",tt0090264,tt0103855,tt0093260,tt0236493
nm0072386,Carl Bensen,\N,\N,actor,tt0040051,tt0094131,tt0051620,tt0047750
nm0072388,Carle Bensen,1916,2001,actor,tt0068044,tt0068540,tt0072856,tt0068135
nm0072392,Joan-Carol Bensen,1936,2017,actress,tt0094968,tt0097455,tt0217897,tt0099278
nm0072406,David Bensimon,\N,\N,"actor,composer,assistant",tt3344446,tt0266807,tt11241500,tt2025629
nm0072410,Mimi Bensinger,\N,\N,"actress,miscellaneous",tt0345351,tt0395251,tt0094921,tt0094731
nm0072419,Tyrone Benskin,1958,\N,"actor,writer",tt4820370,tt11640020,tt11161474,tt0416449
nm0072424,Guy Bensley,\N,\N,"editor,editorial_department,actor",tt1235124,tt0278500,tt0489664,tt1634122
nm0072426,Peter Bensley,1954,\N,"actor,director",tt0297533,tt0112073,tt0074077,tt0115417
nm0072435,Amber Benson,1977,\N,"actress,writer,director",tt0282410,tt0345551,tt0118276,tt0106627
nm0072437,Annette Benson,1897,1979,actress,tt0019326,tt0018392,tt0017825,tt0443311
nm0072438,Annette Benson,\N,\N,"casting_director,casting_department,actress",tt0116361,tt0085333,tt0105698,tt0087800
nm0072439,Anthony Benson,\N,\N,actor,tt0087803,tt0094317,tt0077086,tt0318224
nm0072452,Carl Benson,\N,\N,actor,tt0050007,tt0051292,tt5954206,tt0041040
nm0072454,Charles Benton,\N,\N,actor,tt0085707,tt0077369,tt0082958,tt0077000
nm0072455,Chris Benson,1951,2019,actor,tt0318627,tt0104040,tt0116329,tt0165710
nm0072461,Cindy Benson,1951,\N,"actress,make_up_department",tt0383621,tt0253335,tt0118437,tt0110613
nm0072462,Clyde Benson,1881,1947,actor,tt0011093,tt0006408,tt0014077,tt0427653
nm0072463,Constance Benson,1864,1946,actress,tt0125529,tt0001857,tt0001715,tt0001761
nm0072464,Court Benson,1914,1995,actor,tt0041014,tt0053496,tt0054798,tt0989125
nm0072465,Courtne Benson,\N,\N,"art_department,actress,casting_department",tt4630562,tt3907584,tt4537896,tt1675192
nm0072467,Dale Benson,\N,\N,"location_management,miscellaneous,actor",tt0086197,tt0075148,tt0081398,tt0093692
nm0072471,Danny Benson,1939,2005,"sound_department,actor",tt0093405,tt0094963,tt0086197,tt0080627
nm0072473,Deborah Benson,\N,\N,actress,tt0078231,tt0082592,tt0078723,tt0097934
nm0072476,Doug Benson,1962,\N,"actor,producer,writer",tt0460649,tt10094378,tt3228420,tt4116284
nm0072483,Elizabeth Benson,1926,\N,actress,tt0248648,tt0077046,tt0072500,tt0059963
nm0072485,Eric Benson,\N,\N,actor,tt20626636,tt0125675,tt15754784,tt25396038
nm0072488,Esther Benson,1923,2002,actress,tt0082362,tt0056752,tt0147747,tt0408366
nm0072493,Frank R. Benson,1858,1939,"actor,director,production_designer",tt0001857,tt0014705,tt0125529,tt0001715
nm0072498,George Benson,1911,1983,actor,tt0989125,tt0054518,tt0061253,tt0068424
nm0072504,Greg Benson,\N,\N,"actor,director,editor",tt5011816,tt4344624,tt0470764,tt4218104
nm0072505,Greg Benson,1967,\N,"actor,director,cinematographer",tt0092314,tt0202196,tt25728828,tt0094481
nm0072507,Hamlyn Benson,1911,1968,actor,tt0129723,tt0044442,tt1353587,tt0054518
nm0072515,Ian Benson,\N,\N,"talent_agent,producer,actor",tt0120754,tt7464188,tt15010292,tt0427089
nm0072516,Ivy Benson,1913,1993,actress,tt1910491,tt1683358,tt0088512,tt0165739
nm0072520,James Benson,\N,\N,actor,tt11714672,tt0092379,tt0084006,tt22498378
nm0072525,Janis Benson,1930,2017,actress,tt0109417,tt0105104,tt0120570,tt0098917
nm0072528,Jeff Benson,\N,\N,actor,tt0203259,tt0105526,tt0096684,tt0104107
nm0072530,Jim Benson,\N,\N,"editor,director,actor",tt0074042,tt0069599,tt0078681,tt0090653
nm0072533,Jodi Benson,1961,\N,"actress,soundtrack,producer",tt0435761,tt5848272,tt0097757,tt0461770
nm0072535,Joey Benson,\N,\N,actor,tt0134915,tt0065852,tt0068291,tt0062193
nm0072538,John Benson,\N,1995,actor,tt0108840,tt0071025,tt0074689,tt0172062
nm0072541,Jon M. Benson,\N,\N,actor,tt0081849,tt0073965,tt0069599,tt0080756
nm0072542,Jonathan Benson,1939,2020,"assistant_director,actor,location_management",tt0079470,tt0082158,tt0085859,tt0085959
nm0072543,Jonny Benson,\N,\N,"assistant_director,miscellaneous,actor",tt2180411,tt0159365,tt0918940,tt0246460
nm0072550,Kelly Benson,\N,\N,"actress,camera_department",tt0118159,tt0113063,tt0112182,tt0120534
nm0072552,Kim Benson,1965,\N,"actress,make_up_department",tt7464188,tt0101032,tt3137630,tt20758258
nm0072553,Kirk Benson,1961,2021,"editor,actor",tt1195935,tt7677740,tt0460649,tt0312091
nm0072556,Laura Benson,\N,\N,actress,tt0097555,tt0094947,tt12536294,tt4949112
nm0072564,Linda Benson,1944,2015,"stunts,actress",tt0057887,tt0058953,tt0058440,tt0058384
nm0072566,Lindy Benson,1953,\N,actress,tt0186797,tt0074689,tt0080147,tt0165567
nm0072569,Lucille Benson,1914,1984,actress,tt0067023,tt0075223,tt0078723,tt0082495
nm0072575,Marjorie Benson,\N,\N,actress,tt0196683,tt0174713,tt0313777,tt0296280
nm0072576,Mark Benson,\N,\N,actor,tt0988820,tt0180347,tt0103362,tt0092775
nm0072578,Martin Benson,1918,2010,"actor,writer",tt0058150,tt0075005,tt0049408,tt0074896
nm0072581,Maxine Benson,\N,\N,"casting_department,actress",tt17736254,tt0150143,tt0123003,tt0113638
nm0072582,May Benson,1854,1916,actress,tt0336869,tt0352667,tt0323118,tt0188661
nm0072584,Mia Benson,1947,\N,actress,tt1846197,tt0498989,tt2626138,tt7322224
nm0072603,Norland Benson,1939,1997,actor,tt0078130,tt0077698,tt0074881,tt0073754
nm0072605,Pat Benson,\N,\N,actress,tt0081858,tt0085029,tt0103564,tt0918941
nm0072607,Paul Benson,\N,\N,actor,tt0120946,tt0074117,tt0073266,tt0080664
nm0072610,Perry Benson,1961,\N,"actor,writer,producer",tt0480025,tt0124218,tt0258761,tt0091954
nm0072611,Peter Benson,1943,2018,actor,tt1531715,tt0197187,tt0130414,tt0134236
nm0072613,Peter Hans Benson,\N,\N,actor,tt0120787,tt0120663,tt7286456,tt1385826
nm0072621,Ray Benson,1951,\N,"soundtrack,actor,composer",tt0176269,tt0108473,tt0103263,tt0283897
nm0072624,Raymond Benson,1955,\N,"writer,actor,art_department",tt0409440,tt0924449,tt2247013,tt9115258
nm0072625,Norman 'Red' Benson,1917,1966,"actor,producer",tt3492108,tt0045421,tt0211272,tt5605600
nm0072626,Rex Benson,1925,2011,"actor,writer,music_department",tt0105631,tt0089563,tt2385145,tt0077696
nm0072628,Robert Benson,1934,\N,"actor,producer",tt0082123,tt0115420,tt2012140,tt0135727
nm0072634,Rona Benson,\N,\N,"actress,producer",tt0163025,tt0804503,tt0238784,tt0460627
nm0072635,Roy Benson,1914,1977,"actor,special_effects",tt0037333,tt1062909,tt0058101,tt0030340
nm0072638,Ryan C. Benson,\N,\N,actor,tt0122151,tt0830535,tt0327116,tt0271367
nm0072641,Sam Benson,1886,1957,"costume_department,actor,costume_designer",tt0028143,tt0036540,tt0041990,tt0025418
nm0072647,Sharon Benson,\N,\N,actress,tt9248952,tt6319334,tt0090702,tt9148412
nm0072648,Shaun Benson,1976,\N,"actor,director,writer",tt5640450,tt2070776,tt1190634,tt0056758
nm0072650,Sidney Benson,\N,\N,actor,tt0039195,tt0165077,tt0029116,tt0040801
nm0072651,Stephan Benson,1964,\N,actor,tt0296358,tt0295003,tt0195638,tt0195453
nm0072652,Steven Benson,1946,\N,"actor,miscellaneous,art_department",tt0090093,tt0060034,tt0088850,tt0062591
nm0072660,Sydney Benson,\N,\N,actor,tt0151532,tt0179394,tt0037352,tt0038238
nm0072668,Tony Benson,\N,\N,actor,tt0055666,tt0062203,tt0065217,tt0052520
nm0072670,Vickie Benson,\N,\N,actress,tt0092240,tt0092744,tt0091381,tt0265084
nm0072672,Wayne Benson,\N,\N,"actor,camera_department",tt0085854,tt2805096,tt4301502,tt2261391
nm0072673,Wendy Benson-Landes,1971,\N,actress,tt0410975,tt0120211,tt0120524,tt1126591
nm0072674,Wilfred Benson,1876,1941,actor,tt0238173,tt0007464,tt0253808,tt0026368
nm0072682,Mohamed Bensouda,1969,\N,"actor,director,writer",tt0462909,tt2076277,tt12658042,tt2825466
nm0072683,Rita Bensousan,\N,\N,actress,tt0185277,tt0220831,tt0252860,tt0263589
nm0072689,Jérôme Bensoussan,\N,\N,"composer,music_department,actor",tt0465207,tt1646974,tt0783705,tt0353243
nm0072692,Pascal Bensoussan,\N,\N,"producer,writer,actor",tt0168405,tt0459740,tt0478934,tt1015981
nm0072693,Philippe Bensoussan,\N,\N,"director,actor,cinematographer",tt0176561,tt3805856,tt0348777,tt0348596
nm0072694,Geoffrey Benstead,1886,1959,"actor,director,writer",tt1314853,tt2195122,tt0021175,tt0465086
nm0072698,Victoria Bensted,\N,\N,actress,tt27238339,tt0256276,tt0119257,tt0361490
nm0072699,Mustapha Benstiti,\N,\N,"actor,casting_department",tt6527586,tt0270707,tt1235166,tt0436982
nm0072706,Buena Bent,1890,1957,actress,tt0989125,tt0170403,tt0027286,tt0416189
nm0072710,Lenise Bent,\N,\N,"sound_department,actress",tt0115647,tt0164660,tt0119555,tt0115237
nm0072712,Linda Bent,1939,\N,actress,tt0060415,tt0058440,tt0057887,tt0059287
nm0072713,Lyriq Bent,\N,\N,"actor,producer,writer",tt0890870,tt1495950,tt3713588,tt6063050
nm0072715,Michael Bentt,1965,\N,"actor,producer,stunts",tt0329717,tt0405159,tt0369339,tt0248667
